aX,aY,aZ,gX,gY,gZ
0.707,0.175,-0.841,-109.802,40.466,-12.512
0.701,0.172,-0.855,-106.262,38.574,-8.118
0.680,0.269,-0.806,-104.004,33.752,-9.216
0.692,0.137,-0.938,-123.535,30.457,-15.808
0.689,0.171,-0.895,-100.159,26.550,-17.883
0.685,0.161,-0.893,-84.656,22.095,-18.494
0.692,0.161,-0.899,-78.613,22.278,-19.531
0.699,0.160,-0.903,-70.862,21.667,-19.043
0.711,0.169,-0.895,-63.843,18.005,-17.029

